1.5775e+07	1.6235e+07
1.6435e+07	1.6895e+07
1.6965e+07	1.7265e+07
1.7305e+07	1.7755e+07
1.7765e+07	1.7975e+07
1.7985e+07	1.8415e+07
1.8765e+07	1.8955e+07
1.8975e+07	1.9295e+07
1.9305e+07	1.9765e+07
2.0935e+07	2.1395e+07
2.1815e+07	2.2245e+07
2.2545e+07	2.3065e+07
2.3945e+07	2.4775e+07
2.6065e+07	2.6645e+07
2.6945e+07	2.7235e+07
2.7245e+07	2.7545e+07
2.7565e+07	2.8085e+07
2.8225e+07	2.8835e+07
2.9075e+07	2.9395e+07
2.9425e+07	2.9705e+07
2.9715e+07	3.0115e+07
3.0155e+07	3.0315e+07
3.0465e+07	3.0735e+07
3.0745e+07	3.1355e+07
3.1805e+07	3.2455e+07
3.2475e+07	3.2975e+07
3.3105e+07	3.3635e+07
3.3675e+07	3.3975e+07
3.4005e+07	3.4215e+07
3.4225e+07	3.4565e+07
3.4575e+07	3.4855e+07
3.4935e+07	3.5275e+07
3.5295e+07	3.5725e+07
3.5735e+07	3.6035e+07
3.6265e+07	3.6805e+07
3.7495e+07	3.7765e+07
3.7795e+07	3.8335e+07
3.8505e+07	3.9045e+07
3.9075e+07	3.9485e+07
3.9495e+07	3.9745e+07
3.9755e+07	3.9865e+07
3.9875e+07	4.0075e+07
4.0085e+07	4.0545e+07
4.0555e+07	4.0815e+07
4.0895e+07	4.1165e+07
4.1175e+07	4.1495e+07
4.1725e+07	4.2415e+07
4.2445e+07	4.2915e+07
4.3005e+07	4.3235e+07
4.3255e+07	4.3535e+07
4.3545e+07	4.3725e+07
4.3965e+07	4.4255e+07
4.4285e+07	4.4535e+07
1.5825e+07	1.6105e+07
1.7105e+07	1.7235e+07
1.7455e+07	1.7685e+07
1.9425e+07	1.9625e+07
2.4165e+07	2.4405e+07
2.6985e+07	2.7085e+07
2.7265e+07	2.7355e+07
2.9895e+07	3.0005e+07
3.0875e+07	3.1225e+07
3.3775e+07	3.3945e+07
3.4005e+07	3.4145e+07
3.4365e+07	3.4495e+07
3.4725e+07	3.4815e+07
3.5295e+07	3.5445e+07
3.5885e+07	3.5975e+07
3.6265e+07	3.6425e+07
3.7865e+07	3.8065e+07
3.8075e+07	3.8305e+07
3.9605e+07	3.9725e+07
4.0245e+07	4.0495e+07
4.0895e+07	4.1085e+07
4.2505e+07	4.2655e+07
4.3035e+07	4.3185e+07
4.3375e+07	4.3535e+07
4.3585e+07	4.3685e+07
4.4345e+07	4.4525e+07
3.8125e+07	3.8225e+07
