1.5775e+07	1.6235e+07
1.6435e+07	1.6895e+07
1.6925e+07	1.7265e+07
1.7375e+07	1.8755e+07
1.8955e+07	1.9295e+07
2.6985e+07	2.7235e+07
2.7245e+07	2.7545e+07
2.7565e+07	2.8085e+07
2.8225e+07	2.9075e+07
2.9135e+07	3.0115e+07
3.0395e+07	3.0845e+07
3.0875e+07	3.1225e+07
3.2475e+07	3.2975e+07
3.3245e+07	3.3635e+07
3.3675e+07	3.3955e+07
3.3975e+07	3.4195e+07
3.4215e+07	3.4565e+07
3.4575e+07	3.4855e+07
3.4975e+07	3.5265e+07
3.5275e+07	3.5725e+07
3.5735e+07	3.6045e+07
3.6065e+07	3.6265e+07
3.6285e+07	3.6775e+07
3.7495e+07	3.7765e+07
3.7795e+07	3.8305e+07
3.8535e+07	3.8955e+07
3.9085e+07	3.9495e+07
3.9535e+07	3.9725e+07
4.0085e+07	4.0525e+07
4.0555e+07	4.0815e+07
4.0895e+07	4.1165e+07
4.1885e+07	4.2415e+07
4.3035e+07	4.3195e+07
4.3235e+07	4.3535e+07
4.3545e+07	4.3725e+07
4.3735e+07	4.3875e+07
4.4015e+07	4.4255e+07
4.4315e+07	4.4535e+07
1.5775e+07	1.6135e+07
1.6435e+07	1.6855e+07
1.7375e+07	1.7705e+07
1.9065e+07	1.9275e+07
2.6985e+07	2.7085e+07
3.0465e+07	3.0735e+07
3.3775e+07	3.3955e+07
3.4725e+07	3.4815e+07
3.5295e+07	3.5445e+07
3.6285e+07	3.6425e+07
3.8015e+07	3.8305e+07
3.8595e+07	3.8835e+07
4.0895e+07	4.1085e+07
4.3585e+07	4.3675e+07
3.0565e+07	3.0675e+07
